objectid,title,date,archival_date,president,commencement_address,guest_speakers,location,latitude,longitude,source,identifier,type,format,format_original,language,rights,rightsstatement,filename,display_template,object_location,image_small,image_thumb,cdmid
commencement035,University of Idaho Thirty-Seventh Annual Commencement,1932-06-06,06 June 1932,"Neale, Mervin Gordon","Bowman, Harold Leonard",,Memorial Armory-Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1932-06-06,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1932-06-06.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1932-06-06.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1932-06-06_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1932-06-06_sm.jpg,1145
commencement036,University of Idaho Thirty-Eighth Annual Commencement,1933-06-12,12 June 1933,"Neale, Mervin Gordon","Rowell, Chester H.",,Memorial Armory-Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1933-06-12,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1933-06-12.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1933-06-12.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1933-06-12_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1933-06-12_sm.jpg,1172
commencement037,University of Idaho Thirty-Ninth Annual Commencement,1934-06-11,11 June 1934,"Neale, Mervin Gordon","Dana, Marshall N.",,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1934-06-11,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1934-06-11.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1934-06-11.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1934-06-11_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1934-06-11_sm.jpg,1095
commencement038,University of Idaho Fortieth Annual Commencement,1935-06-10,10 June 1935,"Neale, Mervin Gordon","Lindley, Ernest K.",,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1935-06-10,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1935-06-10.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1935-06-10.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1935-06-10_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1935-06-10_sm.jpg,1148
commencement039,University of Idaho Forty-first Annual Commencement,1936-06-08,08 June 1936,"Neale, Mervin Gordon","Meiklejohn, Alexander",,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1936-06-08,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1936-06-08.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1936-06-08.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1936-06-08_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1936-06-08_sm.jpg,1100
commencement040,University of Idaho Forty-Second Annual Commencement,1937-06-14,14 June 1937,"Neale, Melvin Gordon","Beaven, Dr. Albert W.",,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,commencement-1937,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-1937.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-1937.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-1937_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-1937_sm.jpg,1213
commencement041,University of Idaho Forty-Third Annual Commencement,1938-06-13,13 June 1938,"Dale, Harrison Clifford","French, Dr. Burton L.",,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,commencement-1938,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-1938.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-1938.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-1938_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-1938_sm.jpg,1152
commencement042,University of Idaho Forty-Fourth Commencement,1939-06-05,05 June 1939,"Dale, Harrison Clifford","Jennings, Talbot",,Memorial Gymnasium,46.72652,-117.013316,University of Idaho Library Special Collections and Archives,commencement-1939,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,commencement-1939.pdf,pdf,https://objects.lib.uidaho.edu/commencement/commencement-1939.pdf,https://objects.lib.uidaho.edu/commencement/small/commencement-1939_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/commencement-1939_sm.jpg,1156
commencement043,University of Idaho Forty-Fifth Commencement,1940-06-17,17 June 1940,"Dale, Harrison Clifford","Upham, Alfred Horatio",,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1940-06-17,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1940-06-17.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1940-06-17.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1940-06-17_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1940-06-17_sm.jpg,1088
commencement044,University of Idaho Forty-Sixth Commencement,1941-06-09,09 June 1941,"Dale, Harrison Clifford","David, Donald Kirk",,Memorial Gymnasium,46.72656074,-117.0139126,University of Idaho Library Special Collections and Archives,uicommencement-1941-06-09,Text,application/pdf,commencement program,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,uicommencement-1941-06-09.pdf,pdf,https://objects.lib.uidaho.edu/commencement/uicommencement-1941-06-09.pdf,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1941-06-09_sm.jpg,https://objects.lib.uidaho.edu/commencement/small/uicommencement-1941-06-09_sm.jpg,1188
